video_id,velocity_x_mean,velocity_x_std,velocity_x_min,velocity_x_max,velocity_y_mean,velocity_y_std,velocity_y_min,velocity_y_max,acceleration_x_mean,acceleration_x_std,acceleration_x_min,acceleration_x_max,acceleration_y_mean,acceleration_y_std,acceleration_y_min,acceleration_y_max,left_elbow_angle_mean,left_elbow_angle_std,left_elbow_angle_min,left_elbow_angle_max,right_elbow_angle_mean,right_elbow_angle_std,right_elbow_angle_min,right_elbow_angle_max,left_knee_angle_mean,left_knee_angle_std,left_knee_angle_min,left_knee_angle_max,right_knee_angle_mean,right_knee_angle_std,right_knee_angle_min,right_knee_angle_max
uploads\video_7.mp4,0.13113144850827563,388.86474077789927,-5038.287720680237,6884.045315980765,3.6486489802637685,713.474215573652,-10636.008090972671,11232.352561950587,-17.68602144759328,18061.392962560527,-317520.8442521095,321697.4059152529,-30.56466814738568,32911.9988815692,-611693.0299568189,616061.4376068328,152.97040489134065,7.415819911799681,3.044785985105251,179.8417111901436,60.78974731137034,11.054531643954993,0.015310466181076,179.5380288501816,72.27954057361535,9.563990972824136,2.0296591614851427,177.6543006833789,118.1935698517309,8.709365893171642,9.44746581721591,179.99357907309445
