video_id,frame,keypoint_id,x,y,confidence,velocity_x,velocity_y,acceleration_x,acceleration_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
uploads\video_7.mp4,0,0,74.40921485424042,2.9608607292175293,0.04919132,,,,,,,,
uploads\video_7.mp4,0,1,71.29063189029694,0.35503000020980835,0.03452435,,,,,,,,
uploads\video_7.mp4,0,2,100.31102299690247,-2.2243542969226837,0.021214062,,,,,,,,
uploads\video_7.mp4,0,3,27.974911630153656,3.1856587529182434,0.026192358,,,,,,,,
uploads\video_7.mp4,0,4,143.81706476211548,11.335262060165405,0.02327566,,,,,,,,
uploads\video_7.mp4,0,5,112.36709117889404,324.81632232666016,0.09438764,,,,,,,,
uploads\video_7.mp4,0,6,81.0054749250412,12.557830810546875,0.06909831,,,,,,,,
uploads\video_7.mp4,0,7,138.95832896232605,396.04297637939453,0.4687922,,,,,172.12713908966364,,,
uploads\video_7.mp4,0,8,162.26295948028564,201.78565979003906,0.03581884,,,,,,143.25164213963703,,
uploads\video_7.mp4,0,9,160.00732898712158,490.2155303955078,0.36614698,,,,,,,,
uploads\video_7.mp4,0,10,145.32164454460144,272.30310440063477,0.035551775,,,,,,,,
uploads\video_7.mp4,0,11,132.90405750274658,291.6183662414551,0.06468971,,,,,,,,
uploads\video_7.mp4,0,12,141.82595372200012,198.27756881713867,0.07954851,,,,,,,,
uploads\video_7.mp4,0,13,127.5825548171997,359.93896484375,0.25265756,,,,,,,82.01540479004007,
uploads\video_7.mp4,0,14,205.37580013275146,196.13727569580078,0.18503743,,,,,,,,133.9896942499512
uploads\video_7.mp4,0,15,314.0503692626953,348.43345642089844,0.27054647,,,,,,,,
uploads\video_7.mp4,0,16,327.14085817337036,314.05908584594727,0.46029577,,,,,,,,
uploads\video_7.mp4,1,0,103.42647314071655,254.70813751220703,0.0091712475,841.5004903078079,7300.671026706696,,,,,,
uploads\video_7.mp4,1,1,120.90521693229675,257.1425437927246,0.018350929,1438.8229662179947,7446.837899982929,,,,,,
uploads\video_7.mp4,1,2,96.98985815048218,215.96172332763672,0.0040163654,-96.31378054618835,6327.396251112223,,,,,,
uploads\video_7.mp4,1,3,27.80300348997116,5.058596134185791,0.07598223,-4.985336065292358,54.31518405675888,,,,,,
uploads\video_7.mp4,1,4,94.62902069091797,5.604516863822937,0.026342886,-1426.4532780647278,-166.19161069393158,,,,,,
uploads\video_7.mp4,1,5,103.42354416847229,317.8790092468262,0.10268778,-259.36286330223083,-201.18207931518555,,,,,,
uploads\video_7.mp4,1,6,82.92166113853455,15.689871311187744,0.17665601,55.56940019130707,90.8291745185852,,,,,,
uploads\video_7.mp4,1,7,138.61843943595886,405.07946014404297,0.45558012,-9.856796264648438,262.0580291748047,,,167.12946024131926,,,
uploads\video_7.mp4,1,8,262.90298223495483,253.40028762817383,0.03224687,2918.5606598854065,1496.8242073059082,,,,4.639107316963466,,
uploads\video_7.mp4,1,9,152.03097581863403,488.73340606689453,0.3604872,-231.31424188613892,-42.981605529785156,,,,,,
uploads\video_7.mp4,1,10,146.2949538230896,70.30527114868164,0.08054526,28.225969076156616,-5857.937164306641,,,,,,
uploads\video_7.mp4,1,11,152.31862664222717,314.2553901672363,0.07799627,563.0225050449371,656.4736938476562,,,,,,
uploads\video_7.mp4,1,12,166.51951789855957,219.50366973876953,0.16332397,716.113361120224,615.5569267272949,,,,,,
uploads\video_7.mp4,1,13,257.1551585197449,451.34090423583984,0.1789092,3757.60550737381,2650.6562423706055,,,,,60.30269385595609,
uploads\video_7.mp4,1,14,327.69695520401,326.96800231933594,0.13450128,3547.313497066498,3794.0910720825195,,,,,,70.91861170997312
uploads\video_7.mp4,1,15,301.5453314781189,346.23233795166016,0.29539835,-362.64609575271606,-63.832435607910156,,,,,,
uploads\video_7.mp4,1,16,332.17270374298096,309.79984283447266,0.27323708,145.92352151870728,-123.51804733276367,,,,,,
uploads\video_7.mp4,2,0,83.29494416713715,6.13081157207489,0.0405574,-583.8143402338028,-7208.742452263832,-41334.13008570671,-420772.9908901453,,,,
uploads\video_7.mp4,2,1,4.417435638606548,0.6947457045316696,0.060202688,-3378.145657517016,-7436.986144557595,-139692.0900883153,-431630.8972916752,,,,
uploads\video_7.mp4,2,2,5.684870257973671,-6.839934587478638,0.044365,-2647.8446488827467,-6461.248079538345,-73994.39518176019,-370870.6855888665,,,,
uploads\video_7.mp4,2,3,57.04377830028534,9.44326400756836,0.0740693,847.9824694991112,127.15536832809448,24736.066361367702,2112.3653438687325,,,,
uploads\video_7.mp4,2,4,5.905388742685318,-5.386794805526733,0.07023298,-2572.985326498747,-318.74803841114044,-33249.42940458655,-4424.136403799057,,,,
uploads\video_7.mp4,2,5,31.395758092403412,42.74492263793945,0.14720632,-2088.8057962059975,-7978.888511657715,-53053.84505420923,-225553.48653793335,,,,
uploads\video_7.mp4,2,6,80.63508868217468,21.574101448059082,0.090550855,-66.31060123443604,170.6426739692688,-3534.52004134655,2314.591484069824,,,,
uploads\video_7.mp4,2,7,130.94791173934937,414.4034957885742,0.07655988,-222.44530320167542,270.39703369140625,-6165.066701173782,241.8311309814453,173.29572596062388,,,
uploads\video_7.mp4,2,8,159.13850784301758,212.90342330932617,0.034647707,-3009.1697573661804,-1174.409065246582,-171904.18210029602,-77465.76490402222,,148.22939248677682,,
uploads\video_7.mp4,2,9,141.3638198375702,485.88130950927734,0.07342303,-309.34752345085144,-82.71080017089844,-2262.965165376663,-1152.1466445922852,,,,
uploads\video_7.mp4,2,10,350.1124334335327,351.2511444091797,0.054337893,5910.70690870285,8147.430324554443,170591.94724917412,406155.65717697144,,,,
uploads\video_7.mp4,2,11,88.80917966365814,240.99411010742188,0.28990936,-1841.773962378502,-2124.577121734619,-69739.09755527973,-80650.47365188599,,,,
uploads\video_7.mp4,2,12,137.94188976287842,218.94594192504883,0.1840558,-828.7512159347534,-16.17410659790039,-44801.072734594345,-18320.199966430664,,,,
uploads\video_7.mp4,2,13,178.03830742835999,360.8285903930664,0.056165695,-2294.3886816501617,-2624.8571014404297,-175507.83148169518,-152989.88697052002,,,112.53058353231202,
uploads\video_7.mp4,2,14,197.46351957321167,217.89499282836914,0.22811821,-3776.769633293152,-3163.117275238037,-212398.41078042984,-201759.04207229614,,,,137.94214045836105
uploads\video_7.mp4,2,15,305.44386863708496,328.72982025146484,0.2552388,113.05757761001587,-507.57301330566406,13795.406527519226,-12868.476753234863,,,,
uploads\video_7.mp4,2,16,348.10086250305176,349.0559768676758,0.4602098,461.9166040420532,1138.4278869628906,9163.799393177032,36596.432094573975,,,,
uploads\video_7.mp4,3,0,88.82976830005646,11.48080825805664,0.05571077,160.50989985466003,155.14990389347076,21585.402962565422,213552.87832856178,,,,
uploads\video_7.mp4,3,1,58.214031457901,6.059455871582031,0.064337045,1560.1012787595391,155.5765948444605,143209.1611520201,220184.31944265962,,,,
uploads\video_7.mp4,3,2,89.72058892250061,0.029217875562608242,0.042749282,2437.0358412712812,199.20542142819613,147461.5342144668,193153.1515280297,,,,
uploads\video_7.mp4,3,3,69.95477378368378,15.961465835571289,0.096504726,374.4188690185547,189.02785301208496,-13733.344413936138,1794.3020558357239,,,,
uploads\video_7.mp4,3,4,76.19476675987244,12.062840461730957,0.041278142,2038.3919624984264,506.039422750473,133729.94138091803,23918.83637368679,,,,
uploads\video_7.mp4,3,5,26.389460563659668,55.22965908050537,0.17261569,-145.18262833356857,362.0573568344116,56365.07186830044,241887.43018627167,,,,
uploads\video_7.mp4,3,6,98.11908960342407,121.27923011779785,0.027151156,507.0360267162323,2891.4487314224243,16627.05221056938,78903.37566614151,,,,
uploads\video_7.mp4,3,7,115.40032625198364,351.51485443115234,0.013828366,-450.87997913360596,-1823.7705993652344,-6624.605602025986,-60730.86135864258,178.1098016162503,,,
uploads\video_7.mp4,3,8,175.31283974647522,194.67971801757812,0.013998531,469.0556252002716,-528.4874534606934,100868.53609442711,18731.72674179077,,46.766508688683544,,
uploads\video_7.mp4,3,9,130.96110820770264,410.2801513671875,0.032998886,-301.67863726615906,-2192.4335861206055,222.3976993560791,-61181.960792541504,,,,
uploads\video_7.mp4,3,10,176.37837409973145,6.027795076370239,0.0707623,-5038.287720680237,-10011.477130651474,-317520.8442521095,-526608.3162009716,,,,
uploads\video_7.mp4,3,11,82.83219873905182,276.1985206604004,0.11144763,-173.33244681358337,1020.927906036377,48384.80395138264,91219.64580535889,,,,
uploads\video_7.mp4,3,12,114.49494123458862,228.40782165527344,0.16229826,-679.961507320404,274.3945121765137,4314.901549816132,8426.489944458008,,,,
uploads\video_7.mp4,3,13,151.043461561203,206.66309356689453,0.1497799,-782.8505301475525,-4470.799407958984,43834.60639357567,-53532.326889038086,,,103.60289878811162,
uploads\video_7.mp4,3,14,196.55311346054077,212.05646514892578,0.22184561,-26.401777267456055,-169.31730270385742,108760.66782474518,86820.19920349121,,,,127.7394454650484
uploads\video_7.mp4,3,15,305.1332902908325,298.6880302429199,0.32495466,-9.0067720413208,-871.2119102478027,-3539.8661398887634,-10545.528011322021,,,,
uploads\video_7.mp4,3,16,345.3931403160095,341.40052795410156,0.39696455,-78.52394342422485,-222.00801849365234,-15672.775876522064,-39452.641258239746,,,,
uploads\video_7.mp4,4,0,50.27946174144745,12.893271446228027,0.07734503,-1117.9588901996613,40.961432456970215,-37075.59491157532,-3311.465671658516,,,,
uploads\video_7.mp4,4,1,56.57343149185181,8.531301021575928,0.085259,-47.577399015426636,71.683509349823,-46622.68165547401,-2432.899479344487,,,,
uploads\video_7.mp4,4,2,65.24153172969818,-0.0744202034547925,0.050769903,-709.8926585912704,-3.0055042915046215,-91260.926496014,-5864.116845871322,,,,
uploads\video_7.mp4,4,3,63.189228773117065,16.938096284866333,0.09219559,-196.20080530643463,28.322283029556274,-16547.97055542469,-4660.461529493332,,,,
uploads\video_7.mp4,4,4,75.51292777061462,7.2003984451293945,0.044217072,-19.773330688476562,-141.0108184814453,-59686.79350242019,-18764.45699572563,,,,
uploads\video_7.mp4,4,5,51.89948916435242,89.08687591552734,0.090844795,739.7908294200897,981.8592882156372,25664.23027485609,17974.256010055542,,,,
uploads\video_7.mp4,4,6,104.7601318359375,117.03915596008301,0.042733707,192.5902247428894,-122.96215057373047,-9118.928257226944,-87417.91557788849,,,,
uploads\video_7.mp4,4,7,117.7261233329773,310.4340362548828,0.018875616,67.44811534881592,-1191.3437271118164,15031.514739990234,18340.37929534912,173.08214177421013,,,
uploads\video_7.mp4,4,8,187.14667081832886,195.71918487548828,0.015474823,343.1811010837555,30.14453887939453,-3650.3611993789673,16200.327777862549,,4.169992667058834,,
