video_id,frame,keypoint_id,x,y,confidence,velocity_x,velocity_y,acceleration_x,acceleration_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle
uploads\video_7.mp4,4,9,124.77291941642761,326.6561508178711,0.042711694,-179.4574749469757,-2425.096015930176,3544.413707256317,-6747.210464477539,,,,
uploads\video_7.mp4,4,10,50.01980781555176,44.214725494384766,0.13844398,-3664.398422241211,1107.4209821224213,39842.78965473175,322448.04527044296,,,,
uploads\video_7.mp4,4,11,103.75607371330261,282.5984764099121,0.041998733,606.792374253273,185.59871673583984,22623.619810938835,-24224.546489715576,,,,
uploads\video_7.mp4,4,12,130.2761685848236,225.66164016723633,0.1113039,457.6555931568146,-79.63926315307617,32990.89591383934,-10266.979484558105,,,,
uploads\video_7.mp4,4,13,192.70257711410522,212.98603057861328,0.16059968,1208.1143510341644,183.36517333984375,57737.98155426979,134970.77285766602,,,105.62357812170514,
uploads\video_7.mp4,4,14,251.07959032058716,460.72078704833984,0.20406297,1581.2678289413452,7211.265335083008,46622.41858005524,214036.8964958191,,,,64.73249884449811
uploads\video_7.mp4,4,15,309.7051692008972,299.0226936340332,0.51219475,132.58448839187622,9.705238342285156,4106.146552562714,25546.59730911255,,,,
uploads\video_7.mp4,4,16,340.3168559074402,344.56146240234375,0.37007627,-147.21224784851074,91.66709899902344,-1991.9608283042908,9096.578407287598,,,,
uploads\video_7.mp4,5,0,4.876478612422943,15.513911247253418,0.1164901,-1316.6865107417102,75.9985542297363,-5763.100995719417,1016.076531410216,,,,
uploads\video_7.mp4,5,1,3.704748898744583,4.963341653347015,0.10347388,-1533.1917952001088,-103.47082167863842,-43082.817489355766,-5079.475599825379,,,,
uploads\video_7.mp4,5,2,5.784155577421188,-1.4567501842975616,0.100680225,-1724.263908416032,-40.08756944444029,-29416.766244918075,-1075.379889435134,,,,
uploads\video_7.mp4,5,3,9.317797645926476,14.868402481079102,0.067962535,-1562.2715026885264,-60.02112030982969,-39616.050224080645,-2561.958696842192,,,,
uploads\video_7.mp4,5,4,7.567990198731422,-0.34134678542613983,0.11757926,-1970.4031895846122,-218.7106116861104,-56568.26590798791,-2253.294002935287,,,,
uploads\video_7.mp4,5,5,71.3958066701889,271.9668769836426,0.009421753,565.3932076692579,5303.52003097534,-5057.531030774121,125328.16154003133,,,,
uploads\video_7.mp4,5,6,117.12971806526184,154.81290817260742,0.025268378,358.71800065040577,1095.4388141632076,4817.705501317972,35333.62797737119,,,,
uploads\video_7.mp4,5,7,122.24021673202515,408.34415435791016,0.018965008,130.90870857238764,2839.393424987792,1840.3572034835793,116891.3774108886,116.13185919372832,,,
uploads\video_7.mp4,5,8,188.87251138687134,194.91838455200195,0.018283008,50.04937648773191,-23.223209381103505,-8500.82001328468,-1547.6646995544424,,13.78785595356868,,
uploads\video_7.mp4,5,9,162.74627208709717,412.376708984375,0.010369097,1101.2272274494167,2485.8961868286124,37139.85636949536,142418.7738800048,,,,
uploads\video_7.mp4,5,10,3.6793218925595284,22.2603440284729,0.12773526,-1343.8740917667742,-636.6770625114439,67295.20558375864,-50578.843294382066,,,,
uploads\video_7.mp4,5,11,83.18051040172577,340.272216796875,0.10191003,-596.6913360357282,1672.5384712219231,-34901.02759838102,43121.2528800964,,,,
uploads\video_7.mp4,5,12,143.56606364250183,228.14092636108398,0.16681921,385.4069566726683,71.899299621582,-2095.2104580402415,4394.618320465085,,,,
uploads\video_7.mp4,5,13,246.17822885513306,454.1971206665039,0.22220217,1550.7939004898064,6995.121612548825,9937.706934213615,197540.9367370604,,,78.82634944895767,
uploads\video_7.mp4,5,14,206.37107133865356,214.91470336914062,0.23157822,-1296.5470504760738,-7128.376426696775,-83456.63150310512,-415849.6110916135,,,,123.53523997471206
uploads\video_7.mp4,5,15,312.9732584953308,302.59071350097656,0.34917974,94.77458953857418,103.47257614135738,-1096.487066745759,2719.2527961730934,,,,
uploads\video_7.mp4,5,16,345.49922704696655,351.9820785522461,0.366047,150.2887630462646,215.19786834716788,8627.52931594848,3582.3923110961878,,,,
uploads\video_7.mp4,6,0,5.014743134379387,14.795132875442505,0.09502846,4.009671136736872,-20.844572782516487,38300.18927447498,-2808.450683355332,,,,
uploads\video_7.mp4,6,1,3.889237940311432,5.042505860328674,0.10233247,5.350182205438617,2.29576200246811,44617.717344760895,3067.2309267520905,,,,
uploads\video_7.mp4,6,2,5.81423856317997,-1.1663264781236649,0.08510757,0.8724065870046619,8.42228747904301,50028.953135088086,1406.7858507810163,,,,
uploads\video_7.mp4,6,3,13.76741275191307,11.881427764892578,0.06894476,129.03883807361132,-86.62226676940922,49047.99988210201,-771.4332473278067,,,,
uploads\video_7.mp4,6,4,8.074028491973877,-1.3377507030963898,0.09736304,14.675110504031187,-28.89571361243726,57567.270702570684,5504.632044136524,,,,
uploads\video_7.mp4,6,5,48.39158892631531,229.09719467163086,0.012003013,-667.1223145723345,-1243.2207870483403,-35742.950145006194,-189855.4837226868,,,,
uploads\video_7.mp4,6,6,87.49409794807434,15.252606868743896,0.10280019,-859.4329833984378,-4047.248737812044,-35326.37853741648,-149137.93900728237,,,,
uploads\video_7.mp4,6,7,91.24308586120605,382.6268768310547,0.018299451,-898.916795253754,-745.8010482788089,-29864.939610958118,-103970.63972473147,140.29899261796749,,,
uploads\video_7.mp4,6,8,174.7219705581665,9.009648561477661,0.070824355,-410.36568403244036,-5391.353343725206,-13352.036755085002,-155675.77389597904,,77.55967735686822,,
uploads\video_7.mp4,6,9,112.39812970161438,397.2775650024414,0.012458039,-1460.0961291790015,-437.8751754760744,-74278.37734222415,-84789.36950683595,,,,
uploads\video_7.mp4,6,10,174.119610786438,13.11529278755188,0.07799365,4942.768377922477,-265.2064859867097,182312.63162098837,10772.646719217295,,,,
uploads\video_7.mp4,6,11,65.80430746078491,353.8082504272461,0.09193337,-503.9098852872851,392.5449752807619,2690.662071704852,-37119.81138229369,,,,
uploads\video_7.mp4,6,12,131.16463422775269,240.19590377807617,0.054190163,-359.6414530277254,349.5943450927736,-21606.403881311424,8053.156318664561,,,,
uploads\video_7.mp4,6,13,231.93627834320068,418.95069122314453,0.10596923,-413.016564846039,-1022.1464538574223,-56950.50349473954,-232500.7739257813,,,102.23202820453916,
uploads\video_7.mp4,6,14,205.97376108169556,215.13137817382812,0.14935812,-11.521997451782232,6.283569335937503,37265.72653770447,206905.13988494873,,,,116.80315515756725
uploads\video_7.mp4,6,15,307.21341848373413,305.83290100097656,0.31128028,-167.03536033630377,94.02343750000004,-7592.488546371463,-274.0250205993629,,,,
uploads\video_7.mp4,6,16,342.1880078315735,349.80247497558594,0.43467686,-96.02535724639897,-63.20850372314456,-7143.109488487246,-8073.784790039064,,,,
uploads\video_7.mp4,7,0,4.866835400462151,14.917887449264526,0.09656538,-4.289324283599855,3.5598826408386244,-240.67086718976518,707.7292072772984,,,,
uploads\video_7.mp4,7,1,3.7659357860684395,5.11820375919342,0.09845935,-3.575762473046781,2.1952390670776376,-258.85239567607664,-2.9151651263237013,,,,
uploads\video_7.mp4,7,2,5.663674101233482,-0.7789917290210724,0.087231755,-4.366369396448137,11.232707723975187,-151.92450352013122,81.50218710303315,,,,
uploads\video_7.mp4,7,3,13.699629306793213,12.06377625465393,0.06896574,-1.9657199084758767,5.288106203079225,-3799.13218148053,2665.400816202166,,,,
uploads\video_7.mp4,7,4,7.959154173731804,-0.6454480439424515,0.10120704,-3.33135522902012,20.076777115464218,-522.1875062584882,1420.2022311091432,,,,
uploads\video_7.mp4,7,5,48.08098912239075,249.9730682373047,0.011742259,-9.00739431381226,605.4003334045412,19085.332687497154,53610.01249313359,,,,
uploads\video_7.mp4,7,6,87.39239931106567,14.369747638702393,0.0856279,-2.949260473251344,-25.602917671203624,24838.02796483042,116627.72878408442,,,,
uploads\video_7.mp4,7,7,74.33099091053009,374.3396759033203,0.0339354,-490.4507535696032,-240.328826904297,11845.51520884038,14658.694419860853,148.29849938321325,,,
uploads\video_7.mp4,7,8,174.25185441970825,8.429415225982666,0.06244975,-13.633368015289312,-16.826766729354866,11505.237164497385,155861.27073287976,,1.9464875131778023,,
uploads\video_7.mp4,7,9,120.17386436462402,422.4458694458008,0.013147131,225.49630522727975,729.8808288574222,48882.18059778218,33864.924125671416,,,,
uploads\video_7.mp4,7,10,3.5972221568226814,25.941030979156494,0.15694742,-4945.149270258846,371.946407556534,-286749.6117972585,18477.433912754073,,,,
uploads\video_7.mp4,7,11,65.98538339138031,353.91300201416016,0.08566459,5.251201987266542,3.037796020507814,14765.671530962003,-11295.708198547372,,,,
uploads\video_7.mp4,7,12,130.82223415374756,240.53638458251953,0.048304196,-9.929602146148685,9.873943328857425,10141.643675565729,-9851.891651153574,,,,
uploads\video_7.mp4,7,13,232.4006223678589,419.6473693847656,0.11521681,13.465976715087896,20.203666687011726,12367.993705272685,30228.1534957886,,,100.79820536291336,
uploads\video_7.mp4,7,14,205.40938138961792,216.0242462158203,0.15439089,-16.367011070251472,25.893173217773448,-140.50539493560802,568.6785125732426,,,,117.3145588779314
uploads\video_7.mp4,7,15,306.12926959991455,303.255672454834,0.34125265,-31.440317630767836,-74.7396278381348,3932.256238460544,-4894.128894805912,,,,
uploads\video_7.mp4,7,16,342.04044342041016,350.25829315185547,0.43957207,-4.279367923736574,13.218727111816412,2660.6336903572105,2216.389694213869,,,,
uploads\video_7.mp4,8,0,70.52619159221649,302.98166275024414,0.05826126,1904.1213295608752,8353.849483728405,55343.90896148975,242158.39843153933,,,,
uploads\video_7.mp4,8,1,56.07897698879242,315.5913734436035,0.060160726,1517.0781948789947,9003.72192084789,44098.96476320919,261044.27377164343,,,,
uploads\video_7.mp4,8,2,72.6295155286789,286.31824493408203,0.08997838,1942.0094013959163,8325.819863229986,56444.89735297854,241123.02750967423,,,,
uploads\video_7.mp4,8,3,52.93060541152954,321.8827819824219,0.12055213,1137.698307037353,8984.751166105267,33050.25678142902,260404.42873716334,,,,
uploads\video_7.mp4,8,4,42.7665701508522,218.333740234375,0.019365478,1009.4150633364912,6350.396460071203,29369.646138399818,183579.27080571637,,,,
uploads\video_7.mp4,8,5,67.1690583229065,367.60498046875,0.14152752,553.5540068149564,3411.3254547119127,16314.280632734286,81371.82851791373,,,,
uploads\video_7.mp4,8,6,76.60809516906738,192.3793601989746,0.055952564,-312.7448201179503,5162.2787642478925,-8984.071229696267,150448.56877565372,,,,
uploads\video_7.mp4,8,7,125.54712295532227,457.94986724853516,0.26312172,1485.2678292989724,2424.6955490112296,57295.83890318867,77285.70690155023,143.5476191306993,,,
uploads\video_7.mp4,8,8,129.61294412612915,154.68666076660156,0.021222102,-1294.5283985137935,4241.460120677946,-37145.955884456605,123490.31973481168,,21.976719466121622,,
uploads\video_7.mp4,8,9,120.0559651851654,545.6423187255859,0.08328847,-3.4190762042999254,3572.697029113768,-6638.546061515808,82441.669807434,,,,
uploads\video_7.mp4,8,10,101.52347803115845,198.59886169433594,0.022619884,2839.8614203557363,5007.077090740202,225765.3100278228,134418.78981232631,,,,
uploads\video_7.mp4,8,11,169.56477999687195,352.52166748046875,0.34126082,3003.802501559256,-40.34870147705077,86957.98768758767,-1258.2084274291983,,,,
uploads\video_7.mp4,8,12,161.4088475704193,207.0937728881836,0.3463085,887.0117890834805,-969.8357391357418,26011.300345659238,-28411.580791473367,,,,
uploads\video_7.mp4,8,13,249.27309036254883,456.7414855957031,0.37305206,489.30157184600813,1075.729370117187,13799.232258796681,30610.245399475072,,,51.646304536505234,
uploads\video_7.mp4,8,14,231.4927053451538,245.81132888793945,0.160566,756.4163947105404,863.8253974914547,22410.718767642957,24300.03450393675,,,,164.25755146677847
uploads\video_7.mp4,8,15,288.85427713394165,300.74413299560547,0.37166208,-500.97478151321394,-72.83464431762692,-13616.499452590931,55.24452209472819,,,,
uploads\video_7.mp4,8,16,323.4339165687561,336.6701126098633,0.35756168,-539.5892786979673,-394.05723571777327,-15523.987412452685,-11811.002922058096,,,,
uploads\video_7.mp4,9,0,70.42750775814056,292.24525451660156,0.04374033,-2.861831188201903,-311.35583877563465,-55302.51166172321,-251290.95435261706,,,,
uploads\video_7.mp4,9,1,55.786444544792175,304.24793243408203,0.046919364,-8.483440876007077,-328.95978927612293,-44241.287436895036,-270647.7695935962,,,,
uploads\video_7.mp4,9,2,73.31348419189453,282.37491607666016,0.049765065,19.835091233253472,-114.35653686523433,-55743.0549947172,-244765.1156027613,,,,
uploads\video_7.mp4,9,3,53.2924085855484,311.1246871948242,0.09887034,10.492292046546932,-311.9847488403319,-32688.974434733365,-269605.34153342224,,,,
uploads\video_7.mp4,9,4,36.91327124834061,212.73527145385742,0.014859558,-169.74566817283625,-162.3555946350097,-34195.66121377048,-188869.8095864801,,,,
uploads\video_7.mp4,9,5,66.89848244190216,367.32948303222656,0.13065691,-7.846700549125669,-7.989425659179685,-16280.620513558375,-99160.13153076165,,,,
uploads\video_7.mp4,9,6,76.83042883872986,179.99130249023438,0.044451576,6.447676420211789,-359.2536735534667,9256.582399606697,-160124.44069623936,,,,
uploads\video_7.mp4,9,7,125.82077264785767,458.69911193847656,0.2440524,7.935841083526609,21.728096008300774,-42842.62765824791,-69686.0561370849,135.23788475904632,,,
uploads\video_7.mp4,9,8,129.273784160614,141.23799324035645,0.021794776,-9.835638999938961,-390.0113582611082,37256.090025901765,-134312.67288923252,,16.048816163704515,,
uploads\video_7.mp4,9,9,106.90985798835754,548.0896377563477,0.044334453,-381.2371087074278,70.97225189208982,-10956.722942590704,-101550.01853942864,,,,
uploads\video_7.mp4,9,10,62.61078357696533,166.04820251464844,0.095218785,-1128.4681391716,-943.9691162109372,-115081.5572262927,-172580.34000158298,,,,
uploads\video_7.mp4,9,11,169.13116335868835,353.1828308105469,0.30702302,-12.574882507324213,19.173736572265618,-87474.9441379308,1726.1507034301744,,,,
uploads\video_7.mp4,9,12,159.9039888381958,209.83041763305664,0.32479164,-43.6409032344818,79.36269760131833,-26988.928077220895,30426.75466537473,,,,
uploads\video_7.mp4,9,13,250.01904487609863,457.13199615478516,0.37308735,21.63268089294433,11.324806213378903,-13562.397837638844,-30867.732353210424,,,51.292587021227924,
uploads\video_7.mp4,9,14,230.828697681427,245.68077087402344,0.16234791,-19.256222248077385,-3.786182403564452,-22494.50589179991,-25160.73581695555,,,,162.05400997217802
uploads\video_7.mp4,9,15,288.149049282074,297.1331596374512,0.39101475,-20.45160770416259,-104.71822738647457,13935.172040462483,-924.6239089965812,,,,
uploads\video_7.mp4,9,16,329.7223663330078,343.753662109375,0.37608072,182.3650431632995,205.42293548583976,20936.67533397673,17384.92496490477,,,,
uploads\video_7.mp4,10,0,55.54490089416504,293.7001037597656,0.09004096,-431.59559905529005,42.1906280517578,-12433.279268145552,10252.847537994377,,,,
uploads\video_7.mp4,10,1,44.49014961719513,308.7042999267578,0.10079153,-327.5925529003142,129.2346572875976,-9254.164248704903,13287.63895034789,,,,
uploads\video_7.mp4,10,2,39.972732961177826,246.7392349243164,0.08828402,-966.8817856907841,-1033.4347534179683,-28614.78943079708,-26653.268280029275,,,,
uploads\video_7.mp4,10,3,30.486963987350464,324.06993865966797,0.0412053,-661.35789334774,375.4122924804686,-19483.65537643431,19934.514198303208,,,,
uploads\video_7.mp4,10,4,26.537808179855347,209.25439834594727,0.04338888,-300.8884289860724,-100.94532012939449,-3803.1400635838477,1780.8979606628407,,,,
uploads\video_7.mp4,10,5,64.38066065311432,372.0553207397461,0.24628375,-73.01683187484738,137.04929351806635,-1889.933808445929,4206.122856140133,,,,
uploads\video_7.mp4,10,6,64.27776575088501,164.7633171081543,0.029884433,-364.0272295475005,-441.6115760803221,-10743.772273063652,-2388.379173278806,,,,
uploads\video_7.mp4,10,7,118.74913930892944,426.22833251953125,0.32955337,-205.07736682891837,-941.6526031494137,-6177.383029460902,-27938.04027557371,164.3885370235218,,,
uploads\video_7.mp4,10,8,123.52148652076721,130.7796573638916,0.021681895,-166.8166315555572,-303.29174041748036,-4552.448784112927,2514.8689174652072,,48.507986337402464,,
uploads\video_7.mp4,10,9,152.63156533241272,486.1355209350586,0.2849218,1325.9295129775996,-1796.6693878173821,49507.83202886578,-54161.60755157466,,,,
uploads\video_7.mp4,10,10,100.65861582756042,241.64434432983398,0.09729679,1103.3871352672572,2192.28811264038,64723.80295872683,90951.45963668816,,,,
uploads\video_7.mp4,10,11,164.31605100631714,341.2248229980469,0.8035363,-139.6382582187652,-346.7822265624999,-3684.837895631787,-10612.722930908196,,,,
uploads\video_7.mp4,10,12,160.7585620880127,212.08866119384766,0.3817695,24.78262424468993,65.48906326293942,1984.2822968959792,-402.3353958129881,,,,
uploads\video_7.mp4,10,13,224.30766820907593,444.59461212158203,0.5335521,-745.6299233436581,-363.5841369628905,-22250.615522861463,-10872.35935211181,,,49.04848010801105,
uploads\video_7.mp4,10,14,231.55499696731567,248.58028411865234,0.3623841,21.062679290771477,84.08588409423825,1169.2481446266165,2548.2899284362775,,,,169.15752519863685
uploads\video_7.mp4,10,15,266.3123059272766,322.0441436767578,0.43921766,-633.2655572891233,722.4185371398924,-17771.604537963853,23986.966171264634,,,,
