video_id,frame,window_index,keypoint_5_x,keypoint_5_y,keypoint_5_confidence,keypoint_6_x,keypoint_6_y,keypoint_6_confidence,keypoint_7_x,keypoint_7_y,keypoint_7_confidence,keypoint_8_x,keypoint_8_y,keypoint_8_confidence,keypoint_11_x,keypoint_11_y,keypoint_11_confidence,keypoint_12_x,keypoint_12_y,keypoint_12_confidence,keypoint_13_x,keypoint_13_y,keypoint_13_confidence,keypoint_14_x,keypoint_14_y,keypoint_14_confidence
1,0,0,159.19713819026947,141.46016883850098,0.7793696,147.39607191085815,86.83509397506714,0.33750123,250.98914241790771,142.03979778289795,0.38481373,246.1610860824585,96.63025665283203,0.4920602,271.1655193567276,129.04636192321777,0.5342539,268.09717559814453,94.74580812454224,0.4715662,349.8559260368347,129.55914306640625,0.074781954,347.3600608110428,98.82339525222778,0.09744271
1,1,0,157.56416767835617,143.52950382232666,0.48659128,144.87174272537231,73.72620153427124,0.583985,257.7844874858856,142.1749095916748,0.51120615,278.53016901016235,76.77243995666504,0.4798759,284.48200583457947,122.55583095550537,0.44906345,282.1009613275528,74.99677467346191,0.34838673,365.78609466552734,130.75047302246094,0.07005343,380.69158613681793,79.47363185882568,0.049997967
1,2,0,163.16835570335388,141.8691520690918,0.82246524,159.4358698129654,73.7494330406189,0.5802493,257.8094474077225,141.03966999053955,0.59677255,298.7391995191574,85.24598169326782,0.520036,283.5004689693451,115.54492998123169,0.39978918,290.0762276649475,68.12778043746948,0.38091975,377.1395581960678,129.45398616790771,0.11084699,400.8758852481842,76.29216003417969,0.07147201
1,3,0,162.79435044527054,141.79745483398438,0.7988939,155.125039935112,77.52259302139282,0.5871994,256.86808001995087,142.6925401687622,0.49168774,285.041433095932,88.63403367996216,0.3693978,258.86119198799133,115.17670202255249,0.5188985,256.6624336242676,71.09863805770874,0.4335965,352.4323333501816,129.85787677764893,0.15521516,370.2031375169754,72.7810697555542,0.16103989
1,4,0,160.57997626066208,140.63010025024414,0.76330936,153.60828667879105,79.58775091171265,0.4700446,250.40825927257538,144.36090278625488,0.5437491,280.2378034591675,95.71294116973877,0.4996138,244.00595045089722,111.01064491271973,0.33275205,248.03102350234985,67.03893232345581,0.3230749,320.47665071487427,135.04455375671387,0.35124078,366.9951146841049,72.16346073150635,0.048891522
1,5,0,157.56367254257202,142.16307926177979,0.7280015,146.95761013031006,78.55863380432129,0.5973941,250.83387291431427,145.0846128463745,0.5145574,284.37246656417847,91.61690759658813,0.44207075,258.58940052986145,112.75674867630005,0.34745738,255.879408121109,67.88420009613037,0.42065415,326.79539585113525,135.00387001037598,0.26096663,372.5378170013428,68.4023027420044,0.041260622
1,6,0,156.3958757519722,139.63602352142334,0.6381029,158.73673808574677,84.96100950241089,0.24320164,245.66176068782806,145.35173225402832,0.6206583,279.3342949151993,96.3082914352417,0.558036,265.34490621089935,115.23212003707886,0.30393708,264.4293620586395,73.58149099349976,0.36335438,331.4524652957916,135.3413848876953,0.1745596,373.74457716941833,78.13930797576904,0.033822007
1,7,0,157.76311069726944,140.6775360107422,0.7517511,140.5122879743576,82.1907525062561,0.47049162,244.97039878368378,144.71491146087646,0.505411,279.36311435699463,94.30369424819946,0.5649586,250.04188418388367,108.12697696685791,0.30110395,254.9197587966919,66.55180025100708,0.35084307,338.23209297657013,127.93894577026367,0.098396294,354.5418657064438,70.20146417617798,0.034576416
1,8,0,155.91608917713165,139.82559490203857,0.7774896,150.67404854297638,87.63141679763794,0.27084354,245.3061008453369,141.28071117401123,0.44740438,276.18464732170105,98.16112565994263,0.73000336,262.96391248703003,111.20121049880981,0.2226519,263.788148522377,67.53838109970093,0.40649405,332.37671875953674,135.6616334915161,0.51973736,353.76584827899933,76.06515216827393,0.037098836
1,9,0,158.59425324201584,140.44155883789062,0.7970216,156.86139225959778,91.72249364852905,0.22483127,246.36782431602478,140.06443309783936,0.53081274,260.40035331249237,101.06731700897217,0.6107577,272.66948795318604,114.41553401947021,0.35587797,270.9228266477585,78.74917793273926,0.4362433,350.5074739456177,127.72525596618652,0.13854711,355.02009069919586,73.69891452789307,0.064805426
1,10,0,160.59243083000183,140.35059261322021,0.70287496,156.77197581529617,85.92762041091919,0.24915765,254.82164573669434,136.48711013793945,0.49864635,263.1954075098038,96.08001041412354,0.39669594,265.72603380680084,111.71135234832764,0.2634648,264.641229391098,73.49461603164673,0.31052846,331.91314470767975,132.51786994934082,0.23961058,336.30395805835724,69.38845443725586,0.03469375
1,11,0,162.02676302194595,140.90354251861572,0.69947416,166.09854388237,84.40915393829346,0.19610487,257.7526718378067,136.6348533630371,0.5043552,276.19858729839325,95.05729484558105,0.5367789,259.2955149412155,112.28497314453125,0.23000883,266.00125312805176,70.27747440338135,0.2766162,330.620484828949,132.98370170593262,0.2583951,320.1735768318176,66.319571018219,0.021422181
1,12,0,162.689686357975,140.62420654296875,0.6736839,166.46371287107468,83.81785202026367,0.19824046,255.93257808685303,137.43084716796875,0.4209742,283.9675978422165,90.48085975646973,0.555452,283.4912518262863,112.83892440795898,0.14651158,288.8703054189682,74.70987844467163,0.22130668,336.34420371055603,132.4534397125244,0.2710259,331.9680666923523,69.63077592849731,0.0144678075
1,13,0,162.46409487724304,140.51367092132568,0.62586737,161.37207925319672,73.42508602142334,0.41619343,256.9319144487381,137.01838779449463,0.37988973,288.12247264385223,89.37742757797241,0.5188142,283.9958840608597,113.7734489440918,0.13147023,290.4916846752167,71.16493511199951,0.1546817,335.8483315706253,132.95543479919434,0.22917575,346.2005035877228,71.88051986694336,0.023373144
1,14,0,161.29396206140518,140.63351917266846,0.7852093,160.18353754281998,80.26593494415283,0.3283843,254.03280556201935,137.90577697753906,0.49072337,276.34669637680054,90.25551843643188,0.4876961,280.7061003446579,119.16182804107666,0.2901811,286.8130543231964,77.98479127883911,0.23269902,334.0147041082382,131.98091316223145,0.3010539,346.57965064048767,71.89360904693604,0.028549442
1,15,0,159.0038321018219,139.24831199645996,0.7618658,156.9989511370659,85.36522912979126,0.2576086,252.27687633037567,137.18939113616943,0.58002484,267.5005496740341,94.21833562850952,0.5065199,274.9614841938019,117.7960615158081,0.31856045,279.07570707798004,75.58779048919678,0.3695016,333.83909595012665,131.2367753982544,0.32197782,346.4095778465271,84.08601570129395,0.027804507
1,16,0,158.8772804737091,139.258282661438,0.74245346,151.12022936344147,86.05242538452148,0.36061054,251.23272383213043,137.76003646850586,0.56535983,255.61487865447998,91.45454454421997,0.38903555,274.99177634716034,120.40620851516724,0.37888047,279.54953932762146,82.52085733413696,0.34979436,329.22813761234283,130.7559518814087,0.25645763,297.9344388246536,95.24915504455566,0.10999672
1,17,0,158.97576171159744,139.5164613723755,0.73982316,146.07572251558304,81.40280532836914,0.48532462,253.05502665042877,138.70074081420898,0.53170276,260.0895096063614,85.7718448638916,0.39313334,272.29755210876465,121.19624423980713,0.39789972,272.6208884716034,78.94316959381104,0.31327924,326.7437493801117,131.1827449798584,0.27821535,297.3952486515045,94.88217878341675,0.20062812
