video_id,frame,window_id,left_shoulder_x,left_shoulder_y,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_confidence,left_hip_x,left_hip_y,left_hip_confidence,right_hip_x,right_hip_y,right_hip_confidence,left_knee_x,left_knee_y,left_knee_confidence,right_knee_x,right_knee_y,right_knee_confidence
1,0,0,99.9899559020996,100.20037698745728,0.999839186668396,62.89091217517853,97.8377513885498,0.9999148845672609,109.49055480957033,121.1928253173828,0.6542600989341736,44.16757243871689,119.73791646957396,0.9948274493217468,96.02238941192628,169.73673152923584,0.9994269609451294,71.13080847263336,170.22816944122314,0.9993379712104796,102.54658389091492,198.2268552780152,0.8538609743118286,75.54408299922943,205.2213697433472,0.7502341270446777
1,1,0,99.99631810188292,100.2001051902771,0.9998371601104736,62.0753436088562,98.0585150718689,0.999919056892395,109.5087080001831,120.94300079345705,0.6614049673080444,43.805361568927765,119.70126676559448,0.9947657585144044,95.51316666603088,170.1302366256714,0.9992634654045104,70.74482786655426,170.97790050506592,0.9993085861206056,90.36718237400056,203.1010227203369,0.8345426917076111,74.50050520896912,206.1702995300293,0.7635943293571472
1,2,0,99.87299013137816,100.21491813659668,0.9998393058776855,61.09518933296204,98.16335010528564,0.9999241232872008,108.71138381958008,121.43934535980225,0.66665118932724,43.07309705018997,119.68984413146973,0.9946364760398864,95.2187888622284,169.86645030975342,0.9992300271987916,69.48562729358673,171.0065107345581,0.9993466138839722,101.08054208755492,191.86690139770508,0.8205773830413818,72.74306285381317,206.4312391281128,0.7778691649436951
1,3,0,99.60275220870972,100.3344373703003,0.9998351335525512,60.86417603492737,98.17608165740968,0.9999186396598816,106.50580334663393,122.35730457305908,0.6798475980758667,42.656319320201874,119.3737440109253,0.9946045279502868,94.0823690891266,168.71553230285645,0.9991519451141356,67.29497599601746,170.9228973388672,0.999339759349823,113.93690633773804,185.75076389312744,0.8337293863296509,70.4273669719696,207.93752479553223,0.7982620596885681
1,4,0,98.90373635292052,100.20855236053468,0.999839186668396,60.808573842048645,98.52461862564088,0.9999113082885742,102.9199366569519,122.4195318222046,0.6913520693778992,42.58197385072708,119.25247955322266,0.9942927956581116,93.81035017967224,168.45443534851074,0.9991728067398072,66.92825365066528,171.0268096923828,0.9993687272071838,117.04572606086732,184.0375690460205,0.8466217517852783,68.78758239746094,209.1335611343384,0.8171415328979492
1,5,0,97.94922399520874,100.1003770828247,0.9998399019241332,60.477251291275024,98.52141427993774,0.9999112486839294,101.32438707351685,122.40368175506592,0.6966602206230164,42.53410714864731,119.25324487686156,0.9944053292274476,93.50907373428343,168.14245510101318,0.9991865754127502,66.42431485652924,170.99187660217285,0.9993999004364014,117.56405758857728,181.94028186798096,0.8577576875686646,68.60370087623596,209.1156940460205,0.8344892263412476
1,6,0,97.312424659729,99.52855157852171,0.9998464584350586,60.23069727420807,98.23497581481934,0.9999098777770996,100.9744553565979,121.57545852661131,0.702261745929718,42.11302179098129,119.02316856384276,0.9945973753929138,93.11311531066896,167.81561183929443,0.9992336630821228,65.70085334777832,169.94730281829834,0.9994202852249146,117.14522528648376,181.65862846374512,0.8674846887588501,69.16434693336487,206.9592981338501,0.8500797748565674
1,7,0,97.32738065719604,98.55237054824828,0.9998438954353333,60.27884292602539,98.01729488372804,0.9999110102653505,101.71546387672424,119.74443244934082,0.6868619322776794,42.14802461862564,118.19259929656982,0.9944050908088684,93.1657509803772,167.7697925567627,0.9992457628250122,65.75555431842804,169.16013526916504,0.9994136691093444,103.17349123954772,187.9308204650879,0.8643567562103271,69.523317694664,203.29907703399653,0.8620686531066895
1,8,0,97.33155417442322,98.33426761627196,0.9998456835746764,60.29841768741608,97.83727931976318,0.9999105930328368,103.60709714889526,119.35937452316284,0.671917736530304,42.16188359260559,118.13556480407716,0.99449223279953,93.56791067123412,168.20689964294434,0.9992820620536804,66.24037432670593,169.19645595550537,0.9993839263916016,104.29207968711852,190.2976446151733,0.8578506112098694,71.60692739486694,200.95783042907715,0.8665135502815247
1,9,0,96.30994367599487,97.98276233673096,0.9998173117637634,60.86494314670563,97.83888864517212,0.9999186992645264,103.75816988945007,118.0896668434143,0.6387476325035095,42.616821110248566,118.14930486679076,0.9937597513198853,93.61054706573486,168.42595386505127,0.9992918968200684,67.85907137393951,169.47692203521729,0.9994373917579652,93.73595643043518,197.3968152999878,0.7895143032073975,72.13403511047363,196.7573766708374,0.8551576137542725
