video_id,frame,window_index,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf
1,0,0,202.85481770833334,198.53512369791667,0.9955406785011292,114.61733940972222,193.26302083333334,0.9971121549606323,223.36898871527777,235.31455078125,0.949241042137146,88.76955295138889,245.453955078125,0.9751786589622498,194.9640407986111,328.6305338541667,0.9974728226661682,138.43833550347222,331.66865234375,0.9978052973747253,204.27992621527778,416.41858723958336,0.9678013920783997,157.35928819444445,420.69606119791666,0.9700741171836853
1,1,0,200.13541666666666,199.29052734375,0.9956093430519104,111.43899739583334,192.80633138020832,0.9970396161079407,221.58294270833332,239.51041666666666,0.9467592835426331,84.3095703125,247.27179361979168,0.9735820889472961,192.56901041666666,331.46331380208335,0.9958683252334595,135.43607855902778,334.03626302083336,0.9963793158531189,198.74576822916666,414.18317057291665,0.9351608753204346,149.3028103298611,417.8284505208333,0.9376589059829712
1,2,0,194.39752604166668,199.15177408854166,0.9859057664871216,113.43506944444445,192.09036458333333,0.9961907863616943,215.35217013888888,241.76682942708334,0.7860957980155945,85.5037868923611,244.191259765625,0.9646169543266296,188.59756944444445,335.64427083333334,0.9914904236793518,136.15518663194445,338.07591145833334,0.9953049421310425,200.2812717013889,426.28662109375,0.9077023267745972,153.19041883680555,429.52845052083336,0.9431177377700806
1,3,0,199.27274305555557,203.38564453125,0.9578584432601929,114.53889973958333,195.67804361979168,0.9977165460586548,203.81896701388888,249.88658854166667,0.5300500988960266,85.06923828125,238.71053059895834,0.9842019081115723,188.9099826388889,336.1779296875,0.9835479855537415,131.59764539930555,337.184375,0.9957550764083862,205.47897135416667,412.15107421875,0.895950973033905,151.52296006944445,412.4026692708333,0.9688988327980042
1,4,0,194.8847873263889,198.29903971354167,0.9941546320915222,114.29931640625,189.598876953125,0.9985645413398743,200.6728298611111,249.04778645833332,0.922856330871582,85.39826931423612,239.763037109375,0.989028811454773,185.85750868055555,325.2436848958333,0.9984086155891418,131.97236328125,327.87457682291665,0.999085545539856,212.618359375,384.14466145833336,0.9921916127204895,155.453125,389.46923828125,0.9954679012298584
1,5,0,197.315234375,197.17854817708334,0.9948872923851013,112.58021918402778,189.42784830729167,0.9982312321662903,197.1935546875,250.00896809895832,0.9233574271202087,86.71634657118055,242.57537434895832,0.9843489527702332,189.54635416666667,325.96959635416664,0.9984109401702881,133.39156901041667,329.729296875,0.9989525079727173,220.03133680555555,373.54235026041664,0.9945359230041504,155.87305772569445,381.32197265625,0.9963878393173218
1,6,0,194.3945529513889,197.30364583333332,0.9887768626213074,113.67228732638888,189.72410481770834,0.9976235032081604,204.32384982638888,245.64729817708334,0.8503035306930542,80.13785807291667,240.508642578125,0.9815350770950317,186.1398220486111,325.90211588541666,0.9964892864227295,132.82035590277778,328.970703125,0.9981464147567749,211.8298394097222,390.7958658854167,0.9837886095046997,157.34896918402777,395.90576171875,0.9911575317382812
1,7,0,196.69620225694445,201.59558919270833,0.937125027179718,116.4063693576389,196.10341796875,0.996086835861206,0.0,0.0,0.3874934911727905,80.98542209201389,239.14899088541668,0.970465898513794,183.26692708333334,330.2135416666667,0.9719961881637573,132.24325086805555,332.21373697916664,0.9924748539924622,191.9107421875,413.1363932291667,0.857541561126709,160.45321180555555,415.1714192708333,0.9555297493934631
1,8,0,204.02081163194444,198.69236653645834,0.9626632332801819,114.52403428819444,195.13440755208333,0.997462272644043,0.0,0.0,0.4881057143211365,78.20614691840278,243.04187825520833,0.9751749634742737,195.82840711805557,329.1786783854167,0.9750310182571411,136.46560329861111,331.5970703125,0.9928708672523499,209.32044270833333,420.42340494791665,0.8504917621612549,162.04864366319444,421.17652994791666,0.949977457523346
1,9,0,195.64887152777777,196.52096354166667,0.8647019267082214,116.27645399305555,193.62945963541668,0.99334716796875,0.0,0.0,0.1912725418806076,83.74288736979166,240.15296223958333,0.9532787203788757,191.5183810763889,328.30328776041665,0.9607285261154175,138.85171440972223,331.30846354166664,0.9913286566734314,206.6550998263889,427.73277994791664,0.8376975059509277,164.10482855902777,428.8966471354167,0.9559277296066284
