video_id,frame,chunk_index,keypoint_11_x,keypoint_11_y,keypoint_11_confidence,keypoint_12_x,keypoint_12_y,keypoint_12_confidence,keypoint_13_x,keypoint_13_y,keypoint_13_confidence,keypoint_14_x,keypoint_14_y,keypoint_14_confidence,keypoint_23_x,keypoint_23_y,keypoint_23_confidence,keypoint_24_x,keypoint_24_y,keypoint_24_confidence,keypoint_25_x,keypoint_25_y,keypoint_25_confidence,keypoint_26_x,keypoint_26_y,keypoint_26_confidence
1,0,0,135.4807095527649,127.11118507385254,0.9999899864196777,94.4864706993103,99.93644523620605,0.9996836185455322,140.0636284351349,156.22896003723145,0.9332324266433716,86.94165813922882,112.1447639465332,0.9625676870346069,107.90612030029297,197.96543884277344,0.9997864365577698,76.65739285945892,184.50659561157227,0.9996626377105713,127.05779004096985,244.59835815429688,0.9443038702011108,75.73975551128387,208.92683792114258,0.9823289513587952
1,1,0,135.08345293998718,124.87162399291992,0.9999893307685852,94.97707891464233,99.83849334716797,0.9996609687805176,140.14068293571472,156.047513961792,0.9327557682991028,87.06726062297821,111.68385314941406,0.960774302482605,107.74940419197083,200.9493522644043,0.999752402305603,76.38944017887115,185.97061920166016,0.9996249079704285,127.22311067581177,244.62982940673828,0.9473819136619568,72.48023319244385,212.95473861694336,0.9828478097915649
1,2,0,134.4382529258728,123.44168472290039,0.9999880790710449,95.75837421417236,99.81818008422852,0.9996270537376404,140.14831113815308,155.94960021972656,0.9312670230865479,87.27771210670471,112.1795539855957,0.9606170654296875,107.70286250114441,202.36586380004883,0.9997385144233704,76.28125596046448,187.36044692993164,0.9995971322059631,128.10605096817017,244.4436912536621,0.9502375721931458,70.60453224182129,220.75243759155273,0.9835416078567505
1,3,0,134.45196437835693,123.41836738586426,0.9999860525131226,96.07755708694458,99.84148788452148,0.9996180534362793,140.88901925086975,155.86039352416992,0.9280067682266235,86.59316945075989,114.38876914978027,0.9620028138160706,107.55509424209595,203.29348373413086,0.9997173547744751,76.26963126659393,188.16321182250977,0.9995673894882202,129.24583959579468,243.1528549194336,0.9530019760131836,72.01412427425385,220.45216369628906,0.9844199419021606
1,4,0,134.46612644195557,123.03536224365234,0.9999845027923584,96.00608158111572,99.78850173950195,0.9996114373207092,141.38327527046204,155.43098258972168,0.9278746247291565,85.30207741260529,115.24794387817383,0.963506817817688,107.53007459640503,203.14493942260742,0.9996953010559082,76.03092002868652,188.12264251708984,0.9995377659797668,130.0243239402771,240.98446655273438,0.955998957157135,70.6220041513443,222.23526763916016,0.9852957129478455
1,5,0,134.6037881374359,123.21821022033691,0.999983549118042,95.58579015731812,99.75207138061523,0.9996341466903687,141.86640548706055,155.5272560119629,0.9282362461090088,81.75929236412048,116.87075424194336,0.9657816886901855,107.31779384613037,203.1827621459961,0.9996789693832397,75.83979654312134,188.08243560791016,0.9995354413986206,130.66311883926392,240.04790115356445,0.9587144255638123,70.46077120304108,223.07062911987305,0.9862485527992249
1,6,0,134.72274947166443,123.29101371765137,0.9999827146530151,95.47892022132874,99.7790412902832,0.9996552467346191,142.19472932815552,155.42393493652344,0.9301168918609619,78.49459874629974,116.59460830688477,0.9682831764221191,106.71392130851746,203.80913543701172,0.9996819496154785,75.4389135837555,188.57260513305664,0.9995517134666443,130.5519573688507,240.03399658203125,0.9613813757896423,70.7078777551651,223.25421142578125,0.9871950745582581
1,7,0,135.33476519584656,123.40180206298828,0.9999828338623047,94.59731030464172,99.9427490234375,0.9996780157089233,142.27354335784912,155.63813972473145,0.9327446818351746,75.250075340271,116.67369651794434,0.9707357883453369,106.58440279960632,203.7398223876953,0.9996910691261292,75.02372908592224,188.02723693847656,0.9995705485343933,130.45051622390747,240.21088409423828,0.9635412693023682,70.74990260601044,222.1391944885254,0.9879896640777588
1,8,0,136.54261755943298,123.62949180603027,0.9999825954437256,94.29637718200684,100.63668060302734,0.9996962547302246,142.64017987251282,155.68420219421387,0.9347178936004639,75.68292486667633,116.51285934448242,0.9729649424552917,106.59072208404541,203.55213928222656,0.9996947050094604,75.0304024219513,187.60290908813477,0.9995806217193604,129.44526720046997,240.62901306152344,0.9651885628700256,70.92635440826416,222.12115097045898,0.9885878562927246
1,9,0,136.85873198509216,123.84144592285156,0.9999827146530151,93.28893947601318,101.77346992492676,0.9997119307518005,142.69108819961548,155.7375030517578,0.9363387227058411,74.4173674583435,118.47959327697754,0.9750266075134277,106.43726754188538,203.51912307739258,0.9996982216835022,74.84330224990845,187.6588897705078,0.9995856881141663,129.02283000946045,241.64152908325195,0.9671730995178223,70.81742990016937,224.44868850708008,0.9891355633735657
